EstherK,18,4332,0,0,0,2,0,0,0,none,0,none,poor,ground,none,"Lining up to take a shot and then actually powering up to shoot in the speaker took a while. After scoring a few, the note got stuck in the shooter and the robot did not end up contributing after that. The driving was especially slow and not smooth at all. ",n,n
KeaganF,19,5892,y,0,3,1,8,0,0,0,park,0,none,average,ground,none,Very good shooting. Amp shooting seem ineffective. Driving pretty good. ,n
NoamW,19,5503,y,0,0,0,0,0,0,0,single,0,average,poor,none,none,Parked itself infront of the speaker and raised its climbers. Did not move until endgame and extremely clunky driving.,n
AT,19,3679,y,0,0,0,2,0,4,5,double,0,excellent,excellent,both,none,"Appeared to not work at first but ended up being very fast and smooth in movements. It attempted to pass six notes, succeeding in five but failing in one. It also played excellent defense and could score in the speaker. Definitely the ideal robot as its multi-purpose functions can be applied to any situation and bring success. ",n
JackN,19,6357,0,0,2,0,0,3,0,double,0,y,average,average,ground,none,The robot was pretty well. Pretty good defence and the driver was considerate of allied teams. Moving out the way for them to shoot. The shooting is a little too powerful for the speaker so it missed sometimes. ,n
JackN,19,6357,0,0,2,0,0,3,0,double,0,y,average,average,ground,none,The robot was pretty well. Pretty good defence and the driver was considerate of allied teams. Moving out the way for them to shoot. The shooting is a little too powerful for the speaker so it missed sometimes. ,n
JackN,19,6357,0,0,2,0,0,3,0,double,0,y,average,average,ground,none,The robot was pretty well. Pretty good defence and the driver was considerate of allied teams. Moving out the way for them to shoot. The shooting is a little too powerful for the speaker so it missed sometimes. ,n
JackN,19,6357,0,0,2,0,0,3,0,double,0,y,average,average,ground,none,The robot was pretty well. Pretty good defence and the driver was considerate of allied teams. Moving out the way for them to shoot. The shooting is a little too powerful for the speaker so it missed sometimes. ,n
JackN,19,6357,0,0,2,0,0,3,0,double,0,y,average,average,ground,none,The robot was pretty well. Pretty good defence and the driver was considerate of allied teams. Moving out the way for them to shoot. The shooting is a little too powerful for the speaker so it missed sometimes. ,n
EstherK,19,8827,y,0,0,0,2,0,0,0,double,0,none,poor,ground,none,"During autonomous, it was moving extremely slowly (like barely even moving). The aiming and driving were a little unstable (in between ""clunky"" and ""average""). Throughout the match, it kept driving across the field, but it wasn't accomplishing much. However, it did double hang during endgame. ",n
AJ,19,5414,y,0,0,2,2,0,6,0,none,0,none,poor,both,none,"5414 was a very fast robot that was successful in shooting in the amp and in the speaker a few times but missed a lot, over six times. This is because that it is too speedy that the driver had difficulty controlling it and therefore hitting the wall multiple times and missing. Additionally, the motor is too powerful so when the robot makes the shot, it does not go in the goal and bounces off because the motor is too powerful.",n
Anirudh J,20,6155,y,0,0,0,0,0,1,0,park,0,average,average,both,none,"6155 did a decent job of defense by running long the side of the opposing robots to prevent them from scoring, ",n
AT,20,4597,y,0,0,0,0,0,0,0,none,0,none,none,none,none,Wasn't on field? Only 2 robots were present. I selected the lowest possible options because it wouldn't let me submit without answering.,n
KeaganF,20,9506,y,0,0,0,1,0,1,0,park,0,none,poor,ground,none,It was very clunk and bad at shooting. It got guarded for the second half. It got 1 foul called against the other team. ,n
JackN,20,418,y,0,1,0,7,0,0,0,none,0,excellent,excellent,both,none,I thought that we played pretty well. Very very good defense with us locking down red for a solid 10-20 seconds. I also thought that the early point scoring was a pretty good strat. Get tons of points then play defense. ,n
EstherK,20,6369,0,0,0,5,0,1,0,none,0,excellent,average,ground,none,"Their ground intake only worked a few times, and in the latter half it was not successful. Also, ground intake during autonomous did not work. However, shooting speed and alignment with the speaker were quick. It attempted to engage in defense and at first it wasn't too successful, but they did end up blocking the other team from taking a note. ",n,n
